machine_name,manufacturer,release_date,machine_type,rtp_setting1,rtp_setting2,rtp_setting3,rtp_setting4,rtp_setting5,rtp_setting6,bb_setting1,bb_setting2,bb_setting3,bb_setting4,bb_setting5,bb_setting6,rb_setting1,rb_setting2,rb_setting3,rb_setting4,rb_setting5,rb_setting6,notes,source_url,source_status,source_confidence,source_query,source_candidate_count,source_reason,canonical_machine_name,manufacturer_canonical,cabinet_type,game_type,bt_flag,at_initial_setting1,at_initial_setting2,at_initial_setting3,at_initial_setting4,at_initial_setting5,at_initial_setting6,bonus_initial_setting1,bonus_initial_setting2,bonus_initial_setting3,bonus_initial_setting4,bonus_initial_setting5,bonus_initial_setting6,bonus_combined_setting1,bonus_combined_setting2,bonus_combined_setting3,bonus_combined_setting4,bonus_combined_setting5,bonus_combined_setting6,combined_initial_setting1,combined_initial_setting2,combined_initial_setting3,combined_initial_setting4,combined_initial_setting5,combined_initial_setting6,rtp_complete_setting1,rtp_complete_setting2,rtp_complete_setting3,rtp_complete_setting4,rtp_complete_setting5,rtp_complete_setting6,source_title,source_checked_at
翔べ!ハーレムエース,NET（ネット）,2025-06-02,スマスロ / ノーマル / BT,98.1,99.9,,,104.7,110.0,1/402.1,1/390.1,,,1/343.1,1/307.7,1/560.1,1/508.0,,,1/409.6,1/327.7,完全攻略時機械割設定1=98.1%・設定6=112.4%、BT契機の「ハーレムボーナス」当選率自体に設定差なし、強チェリー・斜めスイカ成立時のボーナス同時当選期待度やBT中ハーレムボーナス(ピンク7揃い)に設定差、ボーナス合算は設定1=1/234.1/設定2=1/220.7/設定5=1/186.7/設定6=1/158.7,https://1geki.jp/slot/lb_harema/,selected,0.9,翔べ!ハーレムエース,1,title_contains,翔べ！ハーレムエース,ネット,スマスロ,ノーマル,1,,,,,,,,,,,,,1/234.1,1/220.7,,,1/186.7,1/158.7,,,,,,,98.1,,,,,112.4,,
翔べ!ハーレムエース(スマスロ),NET（ネット）,2025-06-02,スマスロ / ノーマル / BT,98.1,99.9,,,104.7,110.0,1/402.1,1/390.1,,,1/343.1,1/307.7,1/560.1,1/508.0,,,1/409.6,1/327.7,完全攻略時機械割設定1=98.1%・設定6=112.4%、BT契機の「ハーレムボーナス」当選率自体に設定差なし、強チェリー・斜めスイカ成立時のボーナス同時当選期待度やBT中ハーレムボーナス(ピンク7揃い)に設定差、ボーナス合算は設定1=1/234.1/設定2=1/220.7/設定5=1/186.7/設定6=1/158.7,https://1geki.jp/slot/lb_harema/,selected,0.9,翔べ!ハーレムエース(スマスロ),1,title_contains,翔べ！ハーレムエース,ネット,スマスロ,ノーマル,1,,,,,,,,,,,,,1/234.1,1/220.7,,,1/186.7,1/158.7,,,,,,,98.1,,,,,112.4,,
翔べ！ハーレムエース,NET（ネット）,2025-06-02,スマスロ / ノーマル / BT,98.1,99.9,,,104.7,110.0,1/402.1,1/390.1,,,1/343.1,1/307.7,1/560.1,1/508.0,,,1/409.6,1/327.7,完全攻略時機械割設定1=98.1%・設定6=112.4%、BT契機の「ハーレムボーナス」当選率自体に設定差なし、強チェリー・斜めスイカ成立時のボーナス同時当選期待度やBT中ハーレムボーナス(ピンク7揃い)に設定差、ボーナス合算は設定1=1/234.1/設定2=1/220.7/設定5=1/186.7/設定6=1/158.7,https://1geki.jp/slot/lb_harema/,selected,0.9,翔べ！ハーレムエース,1,title_contains,翔べ！ハーレムエース,ネット,スマスロ,ノーマル,1,,,,,,,,,,,,,1/234.1,1/220.7,,,1/186.7,1/158.7,,,,,,,98.1,,,,,112.4,,
聖戦士ダンバイン,Sammy（サミー）,2024-12-02,スマスロ / AT,97.9,98.9,100.5,104.1,109.0,114.4,,,,,,,,,,,,,機械割設定1=97.9%〜設定6=114.4%、初当り確率設定1=1/355.8〜設定6=1/307.7、上位AT「ビルバインRUSH」継続率約94%,https://1geki.jp/slot/l_dunbine/,selected,0.85,聖戦士ダンバイン,1,title_contains,聖戦士ダンバイン,サミー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聖闘士星矢 海皇覚醒 CUSTOM EDITION,SanThree（サンスリー）,2024-06-03,スマスロ / AT,97.5,98.5,100.0,105.5,108.8,114.9,,,,,,,,,,,,,AT確率:1/360〜1/318 天井:999G,https://1geki.jp/slot/l_seiya_kaiou/,selected,0.85,聖闘士星矢 海皇覚醒 CUSTOM EDITION,1,title_contains,聖闘士星矢 海皇覚醒 CUSTOM EDITION,サンスリー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花の慶次～佐渡攻めの章～,EXCITE（エキサイト）,2023-12-04,スマスロ / AT,97.4,98.8,101.2,104.9,109.9,114.0,,,,,,,,,,,,,AT確率:1/359〜1/263 天井:1000G,https://1geki.jp/slot/l_keiji_sado/,selected,0.85,花の慶次～佐渡攻めの章～,1,title_contains,花の慶次～佐渡攻めの章～,エキサイト,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花火絶景,ミズホ,2022-11-07,AT,97.6,98.6,100.5,103.4,105.1,107.1,,,,,,,,,,,,,ボーナス合算:1/237〜1/181 天井:950G,https://1geki.jp/slot/s_hanabi_zekkei/,selected,0.9,花火絶景,1,title_contains,花火絶景,ミズホ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花笠,NET（ネット）,2025-05-19,スマスロ / AT,97.3,98.7,,104.1,110.2,114.9,,,,,,,,,,,,,機械割は設定1=97.3%/設定2=98.7%/設定4=104.1%/設定5=110.2%/設定6=114.9%(設定3は未掲載)、初当り確率は設定1=1/194/設定2=1/186/設定4=1/171/設定5=1/162/設定6=1/152、BB:RB確率(合算)は設定1=1/137:1/219(合算1/84)、設定2=1/131:1/212(合算1/81)、設定4=1/116:1/195(合算1/73)、設定5=1/102:1/190(合算1/66)、設定6=1/91:1/202(合算1/63)、高設定で天国モード突入率約1時間に1回程度、BIG BONUS(ベルナビ30回・約217枚)とREG BONUS(ベルナビ15回・約108枚)の2種、通常モード5種・天国モード5種、AT純増約3.2枚/G、天井499G+α,https://1geki.jp/slot/l_hanagasa/,selected,0.9,花笠,1,title_contains,花笠,ネット,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荒野のコトブキ飛行隊,Spiky（スパイキー）,2025-10-20,スマスロ / AT,,97.4,98.8,102.5,106.2,110.8,,,,,,,,,,,,,機械割:設定2=97.4%・設定3=98.8%・設定4=102.5%・設定5=106.2%・設定6=110.8%、CZ確率1/414.9(設定2)〜1/318.9(設定6)、ボーナス種は「ビッグボーナス」「激闘RUSH」「コトブキATTACK」、ビッグボーナス約150枚+α(純増約7.0枚)、コトブキBURSTでボーナス枚数300→2400枚まで倍増,https://1geki.jp/slot/l_kotobuki/,selected,0.9,荒野のコトブキ飛行隊,1,title_contains,荒野のコトブキ飛行隊,スパイキー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荒野のコトブキ飛行隊(スマスロ),Spiky（スパイキー）,2025-10-20,スマスロ / AT,,97.4,98.8,102.5,106.2,110.8,,,,,,,,,,,,,機械割:設定2=97.4%・設定3=98.8%・設定4=102.5%・設定5=106.2%・設定6=110.8%、CZ確率1/414.9(設定2)〜1/318.9(設定6)、ボーナス種は「ビッグボーナス」「激闘RUSH」「コトブキATTACK」、ビッグボーナス約150枚+α(純増約7.0枚)、コトブキBURSTでボーナス枚数300→2400枚まで倍増,https://1geki.jp/slot/l_kotobuki/,selected,0.9,荒野のコトブキ飛行隊(スマスロ),1,title_contains,荒野のコトブキ飛行隊,スパイキー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒼穹のファフナー EXODUS,SANKYO,2019-10-21,AT,97.6,98.9,100.5,104.3,106.8,109.1,,,,,,,,,,,,,AT初当り:1/319〜1/214 天井:555G,https://1geki.jp/slot/s_fafner_ex/,selected,0.9,蒼穹のファフナー EXODUS,1,title_contains,蒼穹のファフナー EXODUS,SANKYO,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虚構推理,Idol（アイドル）,2026-04-06,スマスロ / AT,97.7,98.7,100.8,105.5,109.1,112.0,,,,,,,,,,,,,機械割は設定1=97.7%/設定2=98.7%/設定3=100.8%/設定4=105.5%/設定5=109.1%/設定6=112.0%、ボーナス初当り確率は設定1=1/349.0/設定2=1/341.3/設定3=1/329.3/設定4=1/300.2/設定5=1/279.7/設定6=1/264.8、CZ「鋼人七瀬攻略議会」出現率は設定1=1/124.5〜設定6=1/103.5、ボーナス直撃当選率は設定1=1/6684.1〜設定6=1/2427.4、ボーナス終了後は必ず「虚構連モード」突入(3段階:ショート継続率約56%・ミドル約81%・ロング約95%)、ボーナス初当りは設定1=1/349.0/設定2=1/341.3/設定3=1/329.3/設定4=1/300.2/設定5=1/279.7/設定6=1/264.8,https://1geki.jp/slot/l_kyokousuiri/,selected,0.9,虚構推理,1,title_contains,虚構推理,アイドル,スマスロ,AT,0,,,,,,,1/349.0,1/341.3,1/329.3,1/300.2,1/279.7,1/264.8,,,,,,,,,,,,,,,,,,,,
蛇喰夢子という女,NET（ネット）,2023-07-03,AT,97.3,98.2,101.4,102.4,105.6,105.2,,,,,,,,,,,,,青パネル/赤パネルで技術介入と出玉率変化 天井:400G,https://1geki.jp/slot/s_kakegurui/,selected,0.9,蛇喰夢子という女,1,title_contains,蛇喰夢子という女,ネット,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
賞金首Angel,NET（ネット）,2024-07-22,スマスロ / AT,97.7,99.3,,102.3,107.5,110.9,,,,,,,,,,,,,AT確率:1/280〜1/220 天井:999G,https://1geki.jp/slot/l_bountyhead_angel/,selected,0.85,賞金首Angel,1,title_contains,賞金首Angel,ネット,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
超華祭,PIONEER（パイオニア）,2023-11-06,スマスロ / ノーマル,97.9,99.8,103.3,,106.3,110.0,1/268,1/260,1/252,1/244,1/237,1/230,1/364,1/352,1/341,1/327,1/315,1/282,AT/スマスロ/天井(約700G+α)、AT純増約5.6枚/G、ベース(50枚あたり)約34.0G(設定1)、機械割(完全告知ノーマル)は設定1=97.9%/設定2=99.8%/設定4=103.3%/設定5=106.3%/設定6=110.0%(設定3未掲載)、BB:RB確率(合算)は設定1=1/274:1/384(合算1/160)〜設定6=1/221:1/279(合算1/123)、完全告知ノーマルタイプ、天井なし,https://1geki.jp/slot/l_chohanamatsuri/,selected,0.9,超華祭,1,title_contains,超華祭,パイオニア,スマスロ,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
転生したらスライムだった件,YAMASA（山佐）,2023-10-02,スマスロ / AT,97.9,99.4,,105.0,109.1,113.0,,,,,,,,,,,,,AT初当り:1/370〜1/245 天井:1200pt,https://1geki.jp/slot/l_tensura/,selected,0.85,転生したらスライムだった件,1,title_contains,転生したらスライムだった件,山佐,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
転生したら剣でした,Konami Amusement（コナミアミューズメント）,2025-08-04,スマスロ / AT,97.9,99.0,101.2,105.7,109.1,112.1,,,,,,,,,,,,,"ATタイプ/スマスロ/天井(最大970G+α)、AT純増約2.4枚or約4.5枚/G、ベース約33.3G、導入台数約5,000台、機械割は設定1=97.9%/設定2=99.0%/設定3=101.2%/設定4=105.7%/設定5=109.1%/設定6=112.1%、AT確率は設定1=1/403.8/設定2=1/396.0/設定3=1/373.4/設定4=1/340.7/設定5=1/325.9/設定6=1/312.8、ゲーム数上乗せ型AT「転剣RUSH」、「SUPER」7段階(SUPER LEGEND継続率約77%)、最強上乗せ特化ゾーン「ゴブリンの大群」",https://1geki.jp/slot/l_tenken/,selected,0.9,転生したら剣でした,1,title_contains,転生したら剣でした,コナミアミューズメント,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鉄拳5,山佐,2022-07-19,A+AT,97.8,98.8,100.5,105.5,108.1,111.1,1/273.1,1/268.6,1/264.3,1/256.0,1/248.2,1/240.9,,,,,,,BB確率のみ 天井:750G+α,https://1geki.jp/slot/s_tekken5/,selected,0.9,鉄拳5,1,title_contains,鉄拳5,山佐,メダル,A+AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鉄拳6,YAMASA（山佐）,2026-01-05,スマスロ / AT,97.9,98.9,100.5,105.2,110.3,114.9,,,,,,,,,,,,,設定6機械割114.9%、AT初当り(設定6)1/358.5、ポイント天井最大900pt+α(設定変更時500pt+α)、スルー天井:AT非選ボーナス3連続で次回赤7濃厚(設定変更後/上位AT後は2連続)、ボーナス初当りは設定1=1/264.7/設定2=1/261.5/設定3=1/255.3/設定4=1/227.6/設定5=1/220.3/設定6=1/218.5,https://1geki.jp/slot/l_tekken6/,selected,0.9,鉄拳6,1,title_contains,鉄拳6,山佐,スマスロ,AT,0,1/264.7,1/261.5,1/255.3,1/227.6,1/220.3,1/218.5,1/264.7,1/261.5,1/255.3,1/227.6,1/220.3,1/218.5,,,,,,,,,,,,,,,,,,,,
銀河英雄伝説 Die Neue These,Konami Amusement（コナミアミューズメント）,2025-12-08,スマスロ / AT,97.9,98.9,100.2,105.6,108.4,111.0,,,,,,,,,,,,,機械割設定1=97.9%〜設定6=111.0%(設定3=100.2%・設定4=105.6%・設定5=108.4%)、ST確率1/393.7(設定1)〜1/259.9(設定6)、ボーナス合成確率1/256.8(設定1)〜1/191.9(設定6)、設定5以上判別目安は概ね1/200前後、下二桁50台での当選振り分けが高設定ほど多い、ボーナス初当りは設定1=1/256.8/設定2=1/253.6/設定3=1/249.0/設定4=1/217.8/設定5=1/200.4/設定6=1/191.9,https://1geki.jp/slot/l_gineidendnt/,selected,0.85,銀河英雄伝説 Die Neue These,1,title_contains,銀河英雄伝説 Die Neue These,コナミアミューズメント,スマスロ,AT,0,,,,,,,1/256.8,1/253.6,1/249.0,1/217.8,1/200.4,1/191.9,,,,,,,,,,,,,,,,,,,,
閃乱カグラ2 SHINOVI MASTER,OIZUMI Labo(オーイズミラボ),2024-09-02,スマスロ / AT,97.7,98.9,101.0,105.2,108.2,110.3,,,,,,,,,,,,,AT初当り:1/360〜1/280 天井:999G,https://1geki.jp/slot/l_kagura2/,selected,0.85,閃乱カグラ2 SHINOVI MASTER,1,title_contains,閃乱カグラ2 SHINOVI MASTER,オーイズミラボ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
防空少女ラブキューレ2～極限の共鳴～,Konami Amusement（コナミアミューズメント）,2023-08-07,スマスロ / A+ART,97.9,98.7,100.3,104.2,105.1,108.0,1/277,1/273,1/268,1/264,1/256,1/248,,,,,,,ボーナス確率のみ、ボーナス合算は設定1=1/179.6/設定2=1/178.6/設定3=1/177.6/設定4=1/176.6/設定5=1/175.7/設定6=1/174.8,https://1geki.jp/slot/l_lovekyure2/,selected,0.85,防空少女ラブキューレ2～極限の共鳴～,1,title_contains,防空少女ラブキューレ2～極限の共鳴～,コナミアミューズメント,スマスロ,A+ART,0,,,,,,,,,,,,,1/179.6,1/178.6,1/177.6,1/176.6,1/175.7,1/174.8,,,,,,,,,,,,,,
革命機ヴァルヴレイヴ2,SANKYO（三共）,2025-11-04,スマスロ / AT,97.7,99.3,,104.7,110.8,114.9,,,,,,,,,,,,,AT初当り(設定6):1/456 / 設定6機械割114.9%,https://1geki.jp/slot/l_valvrave2/,selected,0.85,革命機ヴァルヴレイヴ2,1,title_contains,革命機ヴァルヴレイヴ2,三共,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭文字D,サミー,2021-01-12,A+AT,97.9,98.9,100.5,104.4,107.2,108.2,1/277.7,1/275.4,1/270.8,1/260.1,1/252.1,1/244.5,,,,,,,ボーナス確率のみ 天井:555G+α,https://1geki.jp/slot/s_intiald/,selected,1.0,頭文字D,1,manual_verified_distinct_machine,頭文字D,サミー,メダル,A+AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭文字D 2nd,Sammy（サミー）,2024-10-07,スマスロ / AT,97.9,98.9,100.8,106.3,111.0,114.3,,,,,,,,,,,,,AT初当り:1/399〜1/299 天井:599G+α,https://1geki.jp/slot/ini_d2nd/,selected,0.85,頭文字D 2nd,1,title_contains,頭文字D 2nd,サミー,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鬼武者3,Adelion（アデリオン）,2024-10-07,スマスロ / AT,97.3,98.8,100.6,105.3,107.5,110.3,,,,,,,,,,,,,ボーナス初当り確率1/412.9(設定1)〜1/335.2(設定6)、機械割97.3%〜110.3%、弱チェリー・スイカ・弱チャンス目成立時の(超)高確移行抽選は高設定優遇、規定小役ポイント(100〜500pt)は高設定ほど低ポイントが選択されやすい。新鬼武者3(別行)とは別データの可能性あり,https://1geki.jp/slot/l_onimusya3/,selected,0.9,鬼武者3,2,title_contains,鬼武者3,アデリオン,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔法少女育成計画,カルミナ,2022-10-17,A+ART,97.7,98.7,100.5,104.4,106.1,107.8,,,,,,,,,,,,,完全攻略で102%超,https://1geki.jp/slot/s_mahoiku/,selected,0.9,魔法少女育成計画,1,title_contains,魔法少女育成計画,カルミナ,メダル,A+ART,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麻雀格闘倶楽部 覚醒,Konami Amusement（コナミアミューズメント）,2023-09-19,スマスロ / AT,97.5,98.9,101.2,104.1,107.1,110.0,,,,,,,,,,,,,AT初当り:1/224〜1/141 天井:960G+α,https://1geki.jp/slot/s_mfckakusei/,selected,0.9,麻雀格闘倶楽部 覚醒,1,title_contains,麻雀格闘倶楽部 覚醒,コナミアミューズメント,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麻雀格闘倶楽部参,コナミアミューズメント,2019-03-04,AT,97.5,98.6,100.4,104.3,107.2,110.1,,,,,,,,,,,,,AT初当り:1/263〜1/159 天井:777G,https://1geki.jp/slot/s_mahjongfight3/,selected,0.9,麻雀格闘倶楽部参,1,title_contains,麻雀格闘倶楽部参,コナミアミューズメント,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麻雀物語,OLYMPIA ESTATE（オリンピアエステート）,2025-04-21,AT,98.0,98.8,100.1,104.9,108.9,114.6,,,,,,,,,,,,,"ATタイプ/スマスロ/天井(最大999G+α)/萌えスロ、AT純増約3.7枚/G、ベース32.0G、導入台数約10,000台、機械割は設定1=98.0%/設定2=98.8%/設定3=100.1%/設定4=104.9%/設定5=108.9%/設定6=114.6%、初当り確率は設定1=1/354.1/設定2=1/349.2/設定3=1/342.1/設定4=1/328.8/設定5=1/326.0/設定6=1/323.8、メインAT「麻雀闘牌(麻雀バトルロード)」純増約3.7枚/G、「マシロスナイプ」「マシロック」要素",https://1geki.jp/slot/s_mj4/,selected,0.9,麻雀物語,2,title_contains,麻雀物語,オリンピアエステート,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄門ちゃま天,OLYMPIA（オリンピア）,2024-09-02,スマスロ / AT,97.5,98.5,101.5,106.3,110.0,112.3,,,,,,,,,,,,,AT初当り:1/398.5〜1/271.1 天井:999G,https://1geki.jp/slot/l_komonchama_ten/,selected,0.9,黄門ちゃま天,1,title_contains,黄門ちゃま天,オリンピア,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRDIE WING ‐Golf Girls' Story‐,UNIVERSAL BROS.（ユニバーサルブロス）,2026-06-08,スマスロ / AT,97.5,98.6,102.1,106.0,110.0,112.4,,,,,,,,,,,,,ATタイプ。一撃掲載の通常時初当り:設定1=1/266.7/設定2=1/264.1/設定3=1/257.3/設定4=1/256.0/設定5=1/255.9/設定6=1/255.9、ST初当り:設定1=1/421.2/設定2=1/410.5/設定3=1/381.9/設定4=1/378.0/設定5=1/377.6/設定6=1/377.3,https://1geki.jp/slot/l_birdie/,selected,1.0,BIRDIE WING ‐Golf Girls' Story‐,1,migrated_from_notes,BIRDIE WING ‐Golf Girls' Story‐,ユニバーサルブロス,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,バーディーウイング（スマスロ/スロット）解析攻略｜スマスロ BIRDIE WING -Golf Girls’ Story-,2026-08-30
ULTRAMAN 最終決戦,OK!!（オッケー）,2026-07-06,スマスロ / AT,97.6,98.9,100.6,104.0,108.1,112.8,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/445.4/設定2=1/438.4/設定3=1/431.3/設定4=1/423.8/設定5=1/423.1/設定6=1/422.4,https://1geki.jp/slot/l_ultraman_sai/,selected,1.0,ULTRAMAN 最終決戦,1,migrated_from_notes,ULTRAMAN 最終決戦,オッケー,スマスロ,AT,0,1/445.4,1/438.4,1/431.3,1/423.8,1/423.1,1/422.4,,,,,,,,,,,,,,,,,,,,,,,,,ウルトラマン最終決戦（スマスロ）解析攻略｜Ｌ ULTRAMAN 最終決戦,2026-08-30
からくりサーカス2,SANKYO（三共）,2026-07-06,スマスロ / AT,97.7,98.8,101.2,104.3,110.5,114.9,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/519/設定2=1/504/設定3=1/474/設定4=1/458/設定5=1/430/設定6=1/410,https://1geki.jp/slot/l_karakuri2/,selected,1.0,からくりサーカス2,1,migrated_from_notes,からくりサーカス2,三共,スマスロ,AT,0,1/519,1/504,1/474,1/458,1/430,1/410,,,,,,,,,,,,,,,,,,,,,,,,,からくりサーカス2（スマスロ）解析攻略,2026-08-30
とある魔術の禁書目録2,FUJI（藤商事）,2026-08-03,スマスロ / AT,97.9,98.7,100.0,104.5,108.2,113.3,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/398.8/設定2=1/394.5/設定3=1/389.6/設定4=1/369.5/設定5=1/358.0/設定6=1/338.4,https://1geki.jp/slot/l_toaru_index2/,selected,1.0,とある魔術の禁書目録2,1,migrated_from_notes,とある魔術の禁書目録2,藤商事,スマスロ,AT,0,1/398.8,1/394.5,1/389.6,1/369.5,1/358.0,1/338.4,,,,,,,,,,,,,,,,,,,,,,,,,とある魔術の禁書目録2（インデックス2）スマスロ解析攻略,2026-08-30
とんでもスキルで異世界放浪メシ,Konami Amusement（コナミアミューズメント）,2026-08-03,スマスロ / AT,97.9,99.1,101.0,105.3,109.1,112.1,,,,,,,,,,,,,ATタイプ。一撃掲載のボーナス初当り:設定1=1/349.3/設定2=1/339.2/設定3=1/322.4/設定4=1/286.5/設定5=1/263.7/設定6=1/247.3。擬似ボーナスのためBB/RB列は空欄、ボーナス初当りは設定1=1/349.3/設定2=1/339.2/設定3=1/322.4/設定4=1/286.5/設定5=1/263.7/設定6=1/247.3,https://1geki.jp/slot/l_tonsuki/,selected,1.0,とんでもスキルで異世界放浪メシ,1,migrated_from_notes,とんでもスキルで異世界放浪メシ,コナミアミューズメント,スマスロ,AT,0,,,,,,,1/349.3,1/339.2,1/322.4,1/286.5,1/263.7,1/247.3,,,,,,,,,,,,,,,,,,,とんでもスキルで異世界放浪メシ（スロット/スマスロ）解析攻略,2026-08-30
やじきた道中記参る！,UNIVERSAL BROS.（ユニバーサルブロス）,2026-08-03,スマスロ / AT,97.7,98.7,100.6,105.2,109.5,114.5,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/473.9/設定2=1/457.5/設定3=1/431.6/設定4=1/388.1/設定5=1/352.1/設定6=1/318.3,https://1geki.jp/slot/l_yajikita/,selected,1.0,やじきた道中記参る！,1,migrated_from_notes,やじきた道中記参る！,ユニバーサルブロス,スマスロ,AT,0,1/473.9,1/457.5,1/431.6,1/388.1,1/352.1,1/318.3,,,,,,,,,,,,,,,,,,,,,,,,,やじきた（スマスロ）解析攻略｜スマスロ やじきた道中記参る！,2026-08-30
ケロット5,YAMASA NEXT（山佐ネクスト）,2026-07-06,スマスロ / ノーマル / BT,98.2,99.1,101.1,104.5,107.0,111.0,1/232.4,1/230.8,1/229.1,1/218.5,1/215.5,1/204.8,1/350.5,1/341.3,1/324.4,1/299.3,1/274.2,1/239.2,ノーマルタイプ/ボーナストリガー。一撃掲載のBB・RB確率を各列へ収録、ボーナス合算は設定1=1/139.7/設定2=1/137.7/設定3=1/134.3/設定4=1/126.3/設定5=1/120.7/設定6=1/110.3,https://1geki.jp/slot/lb_kelot5/,selected,1.0,ケロット5,1,migrated_from_notes,ケロット5,山佐ネクスト,スマスロ,ノーマル,1,,,,,,,,,,,,,1/139.7,1/137.7,1/134.3,1/126.3,1/120.7,1/110.3,,,,,,,,,,,,,ケロット5（スマスロ）解析攻略,2026-08-30
ストリートファイター6,LEOSTAR（レオスター）,2026-08-03,スマスロ / AT,97.4,98.4,100.4,103.2,106.1,110.0,,,,,,,,,,,,,ATタイプ。一撃掲載のボーナス初当り:設定1=1/487.6/設定2=1/473.3/設定3=1/447.2/設定4=1/425.6/設定5=1/405.9/設定6=1/389.9。擬似ボーナスのためBB/RB列は空欄、ボーナス初当りは設定1=1/487.6/設定2=1/473.3/設定3=1/447.2/設定4=1/425.6/設定5=1/405.9/設定6=1/389.9,https://1geki.jp/slot/l_streetfighter6/,selected,1.0,ストリートファイター6,1,migrated_from_notes,ストリートファイター6,レオスター,スマスロ,AT,0,,,,,,,1/487.6,1/473.3,1/447.2,1/425.6,1/405.9,1/389.9,,,,,,,,,,,,,,,,,,,ストリートファイター6（スマスロ/スロット）解析攻略,2026-08-30
ソードアート・オンラインII,パオン・ディーピー,2026-06-08,スマスロ / AT,97.6,98.8,100.2,105.3,110.4,114.9,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/386.2/設定2=1/364.3/設定3=1/368.1/設定4=1/326.8/設定5=1/340.6/設定6=1/269.6,https://1geki.jp/slot/l_sao2/,selected,1.0,ソードアート・オンラインII,1,migrated_from_notes,ソードアート・オンラインII,パオン・ディーピー,スマスロ,AT,0,1/386.2,1/364.3,1/368.1,1/326.8,1/340.6,1/269.6,,,,,,,,,,,,,,,,,,,,,,,,,ソードアートオンライン2（SAO2）スロット/スマスロ解析攻略,2026-08-30
ダークハイビ,PIONEER（パイオニア）,2026-06-22,スマスロ / AT,97.5,99.4,,102.5,106.8,110.0,1/243.0,1/233.1,,1/218.1,1/199.5,1/187.1,1/320.4,1/307.9,,1/289.7,1/270.0,1/259.1,ATタイプ。一撃掲載のBB・RB確率を各列へ収録。設定3は非搭載のため空欄、ボーナス合算は設定1=1/138.2/設定2=1/132.6/設定4=1/124.4/設定5=1/114.7/設定6=1/108.6,https://1geki.jp/slot/l_dark_haibi/,selected,1.0,ダークハイビ,1,migrated_from_notes,ダークハイビ,パイオニア,スマスロ,AT,0,,,,,,,,,,,,,1/138.2,1/132.6,,1/124.4,1/114.7,1/108.6,,,,,,,,,,,,,ダークハイビ（スマスロ/スロット）解析攻略,2026-08-30
バイオハザード ヴィレッジ,Adelion（アデリオン）,2024-01-09,スマスロ / AT,98.2,99.1,100.9,105.4,107.7,111.0,,,,,,,,,,,,,ATタイプ。一撃掲載のAT初当り:設定1=1/445.3/設定2=1/434.1/設定3=1/415.7/設定4=1/372.9/設定5=1/354.4/設定6=1/342.8,https://1geki.jp/slot/l_biovillage/,selected,1.0,バイオハザード ヴィレッジ,1,migrated_from_notes,バイオハザード ヴィレッジ,アデリオン,スマスロ,AT,0,1/445.3,1/434.1,1/415.7,1/372.9,1/354.4,1/342.8,,,,,,,,,,,,,,,,,,,,,,,,,バイオヴィレッジ（スロット）解析攻略｜スマスロ バイオハザード™ ヴィレッジ,2026-08-30
